rome,rome_label,naf,naf_label,score
K1706,Sécurité publique,4711D,Supermarchés,1
K1706,Sécurité publique,8411Z,Administration publique générale,1
K1706,Sécurité publique,5610A,Restauration traditionnelle,1
K1707,Surveillance municipale,8010Z,Activités de sécurité privée,5
K1707,Surveillance municipale,8411Z,Administration publique générale,5
K1707,Surveillance municipale,5630Z,Débits de boissons,1
K1707,Surveillance municipale,5610C,Restauration de type rapide,1
K1707,Surveillance municipale,5610A,Restauration traditionnelle,1
K1801,Conseil en emploi et insertion socioprofessionnelle,8413Z,Administration publique (tutelle) des activités économiques,5
K1801,Conseil en emploi et insertion socioprofessionnelle,8559A,Formation continue d'adultes,3
K1801,Conseil en emploi et insertion socioprofessionnelle,7820Z,Activités des agences de travail temporaire,1
K1801,Conseil en emploi et insertion socioprofessionnelle,7022Z,Conseil pour les affaires et autres conseils de gestion,1
K1801,Conseil en emploi et insertion socioprofessionnelle,8899B,Action sociale sans hébergement n.c.a.,1
K1801,Conseil en emploi et insertion socioprofessionnelle,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K1801,Conseil en emploi et insertion socioprofessionnelle,8531Z,Enseignement secondaire général,1
K1801,Conseil en emploi et insertion socioprofessionnelle,8411Z,Administration publique générale,1
K1802,Développement local,8413Z,Administration publique (tutelle) des activités économiques,5
K1802,Développement local,8421Z,Affaires étrangères,4
K1802,Développement local,4110C,Promotion immobilière d'autres bâtiments,4
K1802,Développement local,9102Z,Gestion des musées,4
K1802,Développement local,1820Z,Reproduction d'enregistrements,4
K1802,Développement local,9499Z,Autres organisations fonctionnant par adhésion volontaire,4
K1802,Développement local,8411Z,Administration publique générale,4
K1802,Développement local,9001Z,Arts du spectacle vivant,1
K1802,Développement local,7022Z,Conseil pour les affaires et autres conseils de gestion,1
K1802,Développement local,7112B,"Ingénierie, études techniques",1
K1802,Développement local,8899B,Action sociale sans hébergement n.c.a.,1
K1802,Développement local,5610A,Restauration traditionnelle,1
K1901,Aide et médiation judiciaire,6910Z,Activités juridiques,3
K1902,Collaboration juridique,6910Z,Activités juridiques,5
K1902,Collaboration juridique,8423Z,Justice,1
K1902,Collaboration juridique,8030Z,Activités d'enquête,1
K1902,Collaboration juridique,8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,1
K1902,Collaboration juridique,3521Z,Production de combustibles gazeux,1
K1902,Collaboration juridique,0990Z,Activités de soutien aux autres industries extractives,1
K1902,Collaboration juridique,8421Z,Affaires étrangères,1
K1902,Collaboration juridique,6832B,Supports juridiques de gestion de patrimoine immobilier,1
K1902,Collaboration juridique,8430A,Activités générales de sécurité sociale,1
K1902,Collaboration juridique,6419Z,Autres intermédiations monétaires,1
K1902,Collaboration juridique,8411Z,Administration publique générale,1
K1903,Défense et conseil juridique,6910Z,Activités juridiques,5
K1903,Défense et conseil juridique,8030Z,Activités d'enquête,4
K1903,Défense et conseil juridique,6611Z,Administration de marchés financiers,3
K1903,Défense et conseil juridique,8423Z,Justice,3
K1903,Défense et conseil juridique,1104Z,Production d'autres boissons fermentées non distillées,3
K1903,Défense et conseil juridique,6520Z,Réassurance,3
K1903,Défense et conseil juridique,1200Z,Fabrication de produits à base de tabac,3
K1903,Défense et conseil juridique,8291Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,3
K1903,Défense et conseil juridique,6491Z,Crédit-bail,3
K1903,Défense et conseil juridique,8430A,Activités générales de sécurité sociale,2
K1903,Défense et conseil juridique,6419Z,Autres intermédiations monétaires,2
K1903,Défense et conseil juridique,6920Z,Activités comptables,2
K1903,Défense et conseil juridique,6512Z,Autres assurances,2
K1903,Défense et conseil juridique,9411Z,Activités des organisations patronales et consulaires,1
K1903,Défense et conseil juridique,8424Z,Activités d'ordre public et de sécurité,1
K1904,Magistrature,8423Z,Justice,5
K1904,Magistrature,6910Z,Activités juridiques,5
K1904,Magistrature,5914Z,Projection de films cinématographiques,3
K1904,Magistrature,7220Z,Recherche-développement en sciences humaines et sociales,3
K1904,Magistrature,8553Z,Enseignement de la conduite,3
K1904,Magistrature,8299Z,Autres activités de soutien aux entreprises n.c.a.,3
K1904,Magistrature,7010Z,Activités des sièges sociaux,3
K1904,Magistrature,9499Z,Autres organisations fonctionnant par adhésion volontaire,3
K1904,Magistrature,8790B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,1
K1904,Magistrature,6512Z,Autres assurances,1
K1904,Magistrature,8220Z,Activités de centres d'appels,1
K1904,Magistrature,5310Z,Activités de poste dans le cadre d'une obligation de service universel,1
K1904,Magistrature,4771Z,Commerce de détail d'habillement en magasin spécialisé,1
K1904,Magistrature,8531Z,Enseignement secondaire général,1
K1904,Magistrature,8810A,Aide à domicile,1
K2101,Conseil en formation,8559A,Formation continue d'adultes,5
K2101,Conseil en formation,8542Z,Enseignement supérieur,3
K2101,Conseil en formation,7022Z,Conseil pour les affaires et autres conseils de gestion,3
K2101,Conseil en formation,9499Z,Autres organisations fonctionnant par adhésion volontaire,3
K2101,Conseil en formation,9411Z,Activités des organisations patronales et consulaires,1
K2101,Conseil en formation,8559B,Autres enseignements,1
K2101,Conseil en formation,8413Z,Administration publique (tutelle) des activités économiques,1
K2101,Conseil en formation,8299Z,Autres activités de soutien aux entreprises n.c.a.,1
K2101,Conseil en formation,6202A,Conseil en systèmes et logiciels informatiques,1
K2101,Conseil en formation,8411Z,Administration publique générale,1
K2102,Coordination pédagogique,8559A,Formation continue d'adultes,5
K2102,Coordination pédagogique,8559B,Autres enseignements,3
K2102,Coordination pédagogique,8542Z,Enseignement supérieur,3
K2102,Coordination pédagogique,9499Z,Autres organisations fonctionnant par adhésion volontaire,3
K2102,Coordination pédagogique,8532Z,Enseignement secondaire technique ou professionnel,1
K2102,Coordination pédagogique,7022Z,Conseil pour les affaires et autres conseils de gestion,1
K2102,Coordination pédagogique,8531Z,Enseignement secondaire général,1
K2102,Coordination pédagogique,8899B,Action sociale sans hébergement n.c.a.,1
K2102,Coordination pédagogique,8411Z,Administration publique générale,1
K2103,Direction d'établissement et d'enseignement,8559A,Formation continue d'adultes,5
K2103,Direction d'établissement et d'enseignement,8559B,Autres enseignements,3
K2103,Direction d'établissement et d'enseignement,8542Z,Enseignement supérieur,3
K2103,Direction d'établissement et d'enseignement,8532Z,Enseignement secondaire technique ou professionnel,3
K2103,Direction d'établissement et d'enseignement,9499Z,Autres organisations fonctionnant par adhésion volontaire,3
K2103,Direction d'établissement et d'enseignement,6420Z,Activités des sociétés holding,1
K2103,Direction d'établissement et d'enseignement,7022Z,Conseil pour les affaires et autres conseils de gestion,1
K2103,Direction d'établissement et d'enseignement,9001Z,Arts du spectacle vivant,1
K2103,Direction d'établissement et d'enseignement,8531Z,Enseignement secondaire général,1
K2103,Direction d'établissement et d'enseignement,8899B,Action sociale sans hébergement n.c.a.,1
K2103,Direction d'établissement et d'enseignement,8411Z,Administration publique générale,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8531Z,Enseignement secondaire général,5
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8520Z,Enseignement primaire,3
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8532Z,Enseignement secondaire technique ou professionnel,3
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8510Z,Enseignement pré-primaire,3
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8411Z,Administration publique générale,3
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8560Z,Activités de soutien à l'enseignement,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8790A,Hébergement social pour enfants en difficultés,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8412Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,5812Z,Édition de répertoires et de fichiers d'adresses,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8891B,Accueil ou accompagnement sans hébergement d'enfants handicapés,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8899B,Action sociale sans hébergement n.c.a.,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,8810A,Aide à domicile,1
K2104,Éducation et surveillance au sein d'établissements d'enseignement,7830Z,Autre mise à disposition de ressources humaines,1
K2105,Enseignement artistique,8552Z,Enseignement culturel,5
K2105,Enseignement artistique,9003B,Autre création artistique,3
K2105,Enseignement artistique,9001Z,Arts du spectacle vivant,3
K2105,Enseignement artistique,8559B,Autres enseignements,2
K2105,Enseignement artistique,1106Z,Fabrication de malt,1
K2105,Enseignement artistique,9003A,Création artistique relevant des arts plastiques,1
K2105,Enseignement artistique,9312Z,Activités de clubs de sports,1
K2105,Enseignement artistique,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2105,Enseignement artistique,8411Z,Administration publique générale,1
K2105,Enseignement artistique,5610A,Restauration traditionnelle,1
K2106,Enseignement des écoles,8520Z,Enseignement primaire,5
K2106,Enseignement des écoles,8510Z,Enseignement pré-primaire,4
K2106,Enseignement des écoles,2591Z,Fabrication de fûts et emballages métalliques similaires,4
K2106,Enseignement des écoles,8531Z,Enseignement secondaire général,4
K2106,Enseignement des écoles,8559B,Autres enseignements,2
K2106,Enseignement des écoles,9499Z,Autres organisations fonctionnant par adhésion volontaire,2
K2106,Enseignement des écoles,8411Z,Administration publique générale,2
K2106,Enseignement des écoles,8710B,Hébergement médicalisé pour enfants handicapés,1
K2106,Enseignement des écoles,8532Z,Enseignement secondaire technique ou professionnel,1
K2106,Enseignement des écoles,8559A,Formation continue d'adultes,1
K2106,Enseignement des écoles,8542Z,Enseignement supérieur,1
K2106,Enseignement des écoles,8899B,Action sociale sans hébergement n.c.a.,1
K2107,Enseignement général du second degré,8559B,Autres enseignements,5
K2107,Enseignement général du second degré,8541Z,Enseignement post-secondaire non supérieur,4
K2107,Enseignement général du second degré,8542Z,Enseignement supérieur,3
K2107,Enseignement général du second degré,8560Z,Activités de soutien à l'enseignement,2
K2107,Enseignement général du second degré,8559A,Formation continue d'adultes,2
K2107,Enseignement général du second degré,8532Z,Enseignement secondaire technique ou professionnel,1
K2107,Enseignement général du second degré,9003A,Création artistique relevant des arts plastiques,1
K2107,Enseignement général du second degré,8552Z,Enseignement culturel,1
K2107,Enseignement général du second degré,8551Z,Enseignement de disciplines sportives et d'activités de loisirs,1
K2107,Enseignement général du second degré,8510Z,Enseignement pré-primaire,1
K2107,Enseignement général du second degré,9101Z,Gestion des bibliothèques et des archives,1
K2107,Enseignement général du second degré,8520Z,Enseignement primaire,1
K2107,Enseignement général du second degré,8531Z,Enseignement secondaire général,1
K2107,Enseignement général du second degré,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2107,Enseignement général du second degré,8411Z,Administration publique générale,1
K2108,Enseignement supérieur,7220Z,Recherche-développement en sciences humaines et sociales,5
K2108,Enseignement supérieur,8542Z,Enseignement supérieur,5
K2108,Enseignement supérieur,8541Z,Enseignement post-secondaire non supérieur,4
K2108,Enseignement supérieur,7219Z,Recherche-développement en autres sciences physiques et naturelles,3
K2108,Enseignement supérieur,8560Z,Activités de soutien à l'enseignement,2
K2108,Enseignement supérieur,8559B,Autres enseignements,1
K2108,Enseignement supérieur,8559A,Formation continue d'adultes,1
K2108,Enseignement supérieur,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2108,Enseignement supérieur,8411Z,Administration publique générale,1
K2109,Enseignement technique et professionnel,8532Z,Enseignement secondaire technique ou professionnel,5
K2109,Enseignement technique et professionnel,8559A,Formation continue d'adultes,5
K2109,Enseignement technique et professionnel,8559B,Autres enseignements,3
K2109,Enseignement technique et professionnel,8531Z,Enseignement secondaire général,3
K2109,Enseignement technique et professionnel,8542Z,Enseignement supérieur,1
K2109,Enseignement technique et professionnel,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2109,Enseignement technique et professionnel,8411Z,Administration publique générale,1
K2110,Formation en conduite de véhicules,8553Z,Enseignement de la conduite,5
K2110,Formation en conduite de véhicules,3099Z,Fabrication d'autres équipements de transport n.c.a.,1
K2110,Formation en conduite de véhicules,8559A,Formation continue d'adultes,1
K2110,Formation en conduite de véhicules,7010Z,Activités des sièges sociaux,1
K2111,Formation professionnelle,8559A,Formation continue d'adultes,5
K2111,Formation professionnelle,8559B,Autres enseignements,5
K2111,Formation professionnelle,8560Z,Activités de soutien à l'enseignement,4
K2111,Formation professionnelle,8542Z,Enseignement supérieur,4
K2111,Formation professionnelle,8541Z,Enseignement post-secondaire non supérieur,3
K2111,Formation professionnelle,8532Z,Enseignement secondaire technique ou professionnel,2
K2111,Formation professionnelle,2680Z,Fabrication de supports magnétiques et optiques,1
K2111,Formation professionnelle,9492Z,Activités des organisations politiques,1
K2111,Formation professionnelle,9411Z,Activités des organisations patronales et consulaires,1
K2111,Formation professionnelle,3521Z,Production de combustibles gazeux,1
K2111,Formation professionnelle,7022Z,Conseil pour les affaires et autres conseils de gestion,1
K2111,Formation professionnelle,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2111,Formation professionnelle,8531Z,Enseignement secondaire général,1
K2111,Formation professionnelle,8899B,Action sociale sans hébergement n.c.a.,1
K2111,Formation professionnelle,8411Z,Administration publique générale,1
K2112,Orientation scolaire et professionnelle,8421Z,Affaires étrangères,5
K2112,Orientation scolaire et professionnelle,8559A,Formation continue d'adultes,5
K2112,Orientation scolaire et professionnelle,8413Z,Administration publique (tutelle) des activités économiques,3
K2112,Orientation scolaire et professionnelle,7022Z,Conseil pour les affaires et autres conseils de gestion,3
K2112,Orientation scolaire et professionnelle,8559B,Autres enseignements,1
K2112,Orientation scolaire et professionnelle,8542Z,Enseignement supérieur,1
K2112,Orientation scolaire et professionnelle,6420Z,Activités des sociétés holding,1
K2112,Orientation scolaire et professionnelle,8810C,Aide par le travail,1
K2112,Orientation scolaire et professionnelle,7820Z,Activités des agences de travail temporaire,1
K2112,Orientation scolaire et professionnelle,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2112,Orientation scolaire et professionnelle,8899B,Action sociale sans hébergement n.c.a.,1
K2112,Orientation scolaire et professionnelle,8610Z,Activités hospitalières,1
K2112,Orientation scolaire et professionnelle,8411Z,Administration publique générale,1
K2112,Orientation scolaire et professionnelle,7830Z,Autre mise à disposition de ressources humaines,1
K2201,Blanchisserie industrielle,9601A,Blanchisserie-teinturerie de gros,5
K2201,Blanchisserie industrielle,9601B,Blanchisserie-teinturerie de détail,3
K2201,Blanchisserie industrielle,7729Z,Location et location-bail d'autres biens personnels et domestiques,3
K2201,Blanchisserie industrielle,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,1
K2201,Blanchisserie industrielle,8121Z,Nettoyage courant des bâtiments,1
K2201,Blanchisserie industrielle,8710A,Hébergement médicalisé pour personnes âgées,1
K2201,Blanchisserie industrielle,5510Z,Hôtels et hébergement similaire,1
K2201,Blanchisserie industrielle,8610Z,Activités hospitalières,1
K2201,Blanchisserie industrielle,8810A,Aide à domicile,1
K2201,Blanchisserie industrielle,7830Z,Autre mise à disposition de ressources humaines,1
K2201,Blanchisserie industrielle,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2201,Blanchisserie industrielle,8899B,Action sociale sans hébergement n.c.a.,1
K2201,Blanchisserie industrielle,8411Z,Administration publique générale,1
K2201,Blanchisserie industrielle,5610A,Restauration traditionnelle,1
K2202,Lavage de vitres,8121Z,Nettoyage courant des bâtiments,5
K2202,Lavage de vitres,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,5
K2202,Lavage de vitres,7830Z,Autre mise à disposition de ressources humaines,1
K2203,Management et inspection en propreté de locaux,8121Z,Nettoyage courant des bâtiments,5
K2203,Management et inspection en propreté de locaux,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,5
K2203,Management et inspection en propreté de locaux,8559A,Formation continue d'adultes,1
K2203,Management et inspection en propreté de locaux,8411Z,Administration publique générale,1
K2204,Nettoyage de locaux,8121Z,Nettoyage courant des bâtiments,5
K2204,Nettoyage de locaux,7830Z,Autre mise à disposition de ressources humaines,5
K2204,Nettoyage de locaux,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,5
K2204,Nettoyage de locaux,0230Z,Récolte de produits forestiers non ligneux poussant à l'état sauvage,4
K2204,Nettoyage de locaux,8129B,Autres activités de nettoyage n.c.a.,4
K2204,Nettoyage de locaux,7810Z,Activités des agences de placement de main-d'œuvre,4
K2204,Nettoyage de locaux,8899B,Action sociale sans hébergement n.c.a.,3
K2204,Nettoyage de locaux,9499Z,Autres organisations fonctionnant par adhésion volontaire,3
K2204,Nettoyage de locaux,9609Z,Autres services personnels n.c.a.,2
K2204,Nettoyage de locaux,0891Z,Extraction des minéraux chimiques et d'engrais minéraux,2
K2204,Nettoyage de locaux,9524Z,Réparation de meubles et d'équipements du foyer,2
K2204,Nettoyage de locaux,5590Z,Autres hébergements,2
K2204,Nettoyage de locaux,8411Z,Administration publique générale,2
K2204,Nettoyage de locaux,8810C,Aide par le travail,2
K2204,Nettoyage de locaux,8110Z,Activités combinées de soutien lié aux bâtiments,2
K2301,Distribution et assainissement d'eau,0163Z,Traitement primaire des récoltes,5
K2301,Distribution et assainissement d'eau,3600Z,"Captage, traitement et distribution d'eau",5
K2301,Distribution et assainissement d'eau,3700Z,Collecte et traitement des eaux usées,4
K2301,Distribution et assainissement d'eau,2365Z,Fabrication d'ouvrages en fibre-ciment,2
K2301,Distribution et assainissement d'eau,3521Z,Production de combustibles gazeux,2
K2301,Distribution et assainissement d'eau,7120B,"Analyses, essais et inspections techniques",1
K2301,Distribution et assainissement d'eau,4221Z,Construction de réseaux pour fluides,1
K2301,Distribution et assainissement d'eau,7112B,"Ingénierie, études techniques",1
K2301,Distribution et assainissement d'eau,8411Z,Administration publique générale,1
K2302,Management et inspection en environnement urbain,3811Z,Collecte des déchets non dangereux,5
K2302,Management et inspection en environnement urbain,8411Z,Administration publique générale,5
K2302,Management et inspection en environnement urbain,8121Z,Nettoyage courant des bâtiments,3
K2302,Management et inspection en environnement urbain,3821Z,Traitement et élimination des déchets non dangereux,1
K2302,Management et inspection en environnement urbain,3832Z,Récupération de déchets triés,1
K2302,Management et inspection en environnement urbain,7112B,"Ingénierie, études techniques",1
K2302,Management et inspection en environnement urbain,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,1
K2302,Management et inspection en environnement urbain,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2302,Management et inspection en environnement urbain,8010Z,Activités de sécurité privée,1
K2303,Nettoyage des espaces urbains,3811Z,Collecte des déchets non dangereux,5
K2303,Nettoyage des espaces urbains,3821Z,Traitement et élimination des déchets non dangereux,2
K2303,Nettoyage des espaces urbains,0210Z,Sylviculture et autres activités forestières,2
K2303,Nettoyage des espaces urbains,2012Z,Fabrication de colorants et de pigments,2
K2303,Nettoyage des espaces urbains,0990Z,Activités de soutien aux autres industries extractives,2
K2303,Nettoyage des espaces urbains,8411Z,Administration publique générale,2
K2303,Nettoyage des espaces urbains,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,1
K2303,Nettoyage des espaces urbains,8121Z,Nettoyage courant des bâtiments,1
K2303,Nettoyage des espaces urbains,8899B,Action sociale sans hébergement n.c.a.,1
K2303,Nettoyage des espaces urbains,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2303,Nettoyage des espaces urbains,7830Z,Autre mise à disposition de ressources humaines,1
K2303,Nettoyage des espaces urbains,8010Z,Activités de sécurité privée,1
K2303,Nettoyage des espaces urbains,5610A,Restauration traditionnelle,1
K2304,Revalorisation de produits industriels,6611Z,Administration de marchés financiers,5
K2304,Revalorisation de produits industriels,3832Z,Récupération de déchets triés,3
K2304,Revalorisation de produits industriels,3811Z,Collecte des déchets non dangereux,3
K2304,Revalorisation de produits industriels,8899B,Action sociale sans hébergement n.c.a.,3
K2304,Revalorisation de produits industriels,8121Z,Nettoyage courant des bâtiments,3
K2304,Revalorisation de produits industriels,8411Z,Administration publique générale,3
K2304,Revalorisation de produits industriels,3821Z,Traitement et élimination des déchets non dangereux,1
K2304,Revalorisation de produits industriels,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2304,Revalorisation de produits industriels,8010Z,Activités de sécurité privée,1
K2305,Salubrité et traitement de nuisibles,8129A,"Désinfection, désinsectisation, dératisation",5
K2305,Salubrité et traitement de nuisibles,1610B,Imprégnation du bois,1
K2305,Salubrité et traitement de nuisibles,4329A,Travaux d'isolation,1
K2305,Salubrité et traitement de nuisibles,4391B,Travaux de couverture par éléments,1
K2305,Salubrité et traitement de nuisibles,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,1
K2305,Salubrité et traitement de nuisibles,4941B,Transports routiers de fret de proximité,1
K2305,Salubrité et traitement de nuisibles,8121Z,Nettoyage courant des bâtiments,1
K2305,Salubrité et traitement de nuisibles,5210B,Entreposage et stockage non frigorifique,1
K2305,Salubrité et traitement de nuisibles,5510Z,Hôtels et hébergement similaire,1
K2305,Salubrité et traitement de nuisibles,8411Z,Administration publique générale,1
K2306,Supervision d'exploitation éco-industrielle,1042Z,Fabrication de margarine et graisses comestibles similaires,5
K2306,Supervision d'exploitation éco-industrielle,3600Z,"Captage, traitement et distribution d'eau",4
K2306,Supervision d'exploitation éco-industrielle,3700Z,Collecte et traitement des eaux usées,3
K2306,Supervision d'exploitation éco-industrielle,0610Z,Extraction de pétrole brut,2
K2306,Supervision d'exploitation éco-industrielle,7120B,"Analyses, essais et inspections techniques",1
K2306,Supervision d'exploitation éco-industrielle,7112B,"Ingénierie, études techniques",1
K2306,Supervision d'exploitation éco-industrielle,8411Z,Administration publique générale,1
K2401,Recherche en sciences de l'homme et de la société,7220Z,Recherche-développement en sciences humaines et sociales,5
K2401,Recherche en sciences de l'homme et de la société,9103Z,Gestion des sites et monuments historiques et des attractions touristiques similaires,2
K2401,Recherche en sciences de l'homme et de la société,8542Z,Enseignement supérieur,1
K2401,Recherche en sciences de l'homme et de la société,7490B,"Activités spécialisées, scientifiques et techniques diverses",1
K2401,Recherche en sciences de l'homme et de la société,7219Z,Recherche-développement en autres sciences physiques et naturelles,1
K2401,Recherche en sciences de l'homme et de la société,7112B,"Ingénierie, études techniques",1
K2401,Recherche en sciences de l'homme et de la société,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2401,Recherche en sciences de l'homme et de la société,7022Z,Conseil pour les affaires et autres conseils de gestion,1
K2401,Recherche en sciences de l'homme et de la société,8411Z,Administration publique générale,1
K2401,Recherche en sciences de l'homme et de la société,8531Z,Enseignement secondaire général,1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",7220Z,Recherche-développement en sciences humaines et sociales,5
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",7219Z,Recherche-développement en autres sciences physiques et naturelles,5
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",7211Z,Recherche-développement en biotechnologie,5
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",8542Z,Enseignement supérieur,2
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",8541Z,Enseignement post-secondaire non supérieur,1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",6202A,Conseil en systèmes et logiciels informatiques,1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",7112B,"Ingénierie, études techniques",1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",7022Z,Conseil pour les affaires et autres conseils de gestion,1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",8610Z,Activités hospitalières,1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2402,"Recherche en sciences de l'univers, de la matière et du vivant",8411Z,Administration publique générale,1
K2501,Gardiennage de locaux,8110Z,Activités combinées de soutien lié aux bâtiments,5
K2501,Gardiennage de locaux,6820A,Location de logements,5
K2501,Gardiennage de locaux,4110D,Supports juridiques de programmes,2
K2501,Gardiennage de locaux,0126Z,Culture de fruits oléagineux,2
K2501,Gardiennage de locaux,0112Z,Culture du riz,2
K2501,Gardiennage de locaux,1106Z,Fabrication de malt,2
K2501,Gardiennage de locaux,8010Z,Activités de sécurité privée,1
K2501,Gardiennage de locaux,8121Z,Nettoyage courant des bâtiments,1
K2501,Gardiennage de locaux,8122Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,1
K2501,Gardiennage de locaux,7830Z,Autre mise à disposition de ressources humaines,1
K2501,Gardiennage de locaux,5510Z,Hôtels et hébergement similaire,1
K2501,Gardiennage de locaux,8899B,Action sociale sans hébergement n.c.a.,1
K2501,Gardiennage de locaux,9499Z,Autres organisations fonctionnant par adhésion volontaire,1
K2501,Gardiennage de locaux,8411Z,Administration publique générale,1
K2501,Gardiennage de locaux,5610A,Restauration traditionnelle,1
K2502,Management de sécurité privée,8030Z,Activités d'enquête,5
K2502,Management de sécurité privée,8010Z,Activités de sécurité privée,5
K2502,Management de sécurité privée,2017Z,Fabrication de caoutchouc synthétique,2
K2502,Management de sécurité privée,8020Z,Activités liées aux systèmes de sécurité,1
K2502,Management de sécurité privée,8559A,Formation continue d'adultes,1
K2503,Sécurité et surveillance privées,8010Z,Activités de sécurité privée,5
K2503,Sécurité et surveillance privées,8020Z,Activités liées aux systèmes de sécurité,3
K2503,Sécurité et surveillance privées,8425Z,Services du feu et de secours,2
K2503,Sécurité et surveillance privées,2446Z,Élaboration et transformation de matières nucléaires,2
K2503,Sécurité et surveillance privées,8030Z,Activités d'enquête,2
K2503,Sécurité et surveillance privées,3211Z,Frappe de monnaie,2
K2503,Sécurité et surveillance privées,4931Z,Transports urbains et suburbains de voyageurs,1
K2503,Sécurité et surveillance privées,9900Z,Activités des organisations et organismes extraterritoriaux,1
K2503,Sécurité et surveillance privées,9523Z,Réparation de chaussures et d'articles en cuir,1
K2503,Sécurité et surveillance privées,5221Z,Services auxiliaires des transports terrestres,1
K2503,Sécurité et surveillance privées,2017Z,Fabrication de caoutchouc synthétique,1
K2503,Sécurité et surveillance privées,1051B,Fabrication de beurre,1
K2503,Sécurité et surveillance privées,8690A,Ambulances,1
K2503,Sécurité et surveillance privées,4932Z,Transports de voyageurs par taxis,1
K2503,Sécurité et surveillance privées,5630Z,Débits de boissons,1
K2601,Conduite d'opérations funéraires,9603Z,Services funéraires,5
K2601,Conduite d'opérations funéraires,5610C,Restauration de type rapide,1
K2601,Conduite d'opérations funéraires,8610Z,Activités hospitalières,1
K2601,Conduite d'opérations funéraires,8411Z,Administration publique générale,1
K2601,Conduite d'opérations funéraires,5610A,Restauration traditionnelle,1
K2602,Conseil en services funéraires,9603Z,Services funéraires,5
K2602,Conseil en services funéraires,2370Z,"Taille, façonnage et finissage de pierres",2
K2602,Conseil en services funéraires,8690A,Ambulances,1
K2602,Conseil en services funéraires,8810A,Aide à domicile,1
K2602,Conseil en services funéraires,8411Z,Administration publique générale,1
K2603,Thanatopraxie,9603Z,Services funéraires,5
K2603,Thanatopraxie,5610A,Restauration traditionnelle,3
K2603,Thanatopraxie,8730A,Hébergement social pour personnes âgées,1
K2603,Thanatopraxie,8690A,Ambulances,1
K2603,Thanatopraxie,5630Z,Débits de boissons,1
K2603,Thanatopraxie,5210B,Entreposage et stockage non frigorifique,1
K2603,Thanatopraxie,5610C,Restauration de type rapide,1
K2603,Thanatopraxie,8610Z,Activités hospitalières,1
K2603,Thanatopraxie,8710A,Hébergement médicalisé pour personnes âgées,1
K2603,Thanatopraxie,8810A,Aide à domicile,1
K2603,Thanatopraxie,8899B,Action sociale sans hébergement n.c.a.,1
L1101,Animation musicale et scénique,5630Z,Débits de boissons,5
L1101,Animation musicale et scénique,5610A,Restauration traditionnelle,5
